"","TimePeriod","CV1","Value","Unit","Magnitude","Obs_Status","Dataset_ID","Year","YEMar"
"289",1999-09-30,"Agriculture",230534400,"Total earnings","Units",NA,3472,1999,2000
"290",1999-09-30,"Air transport support services",21052300,"Total earnings","Units",NA,3472,1999,2000
"291",1999-09-30,"Water supply, sewerage, and drainage services",15776000,"Total earnings","Units",NA,3472,1999,2000
"292",1999-09-30,"Fishing",24907200,"Total earnings","Units",NA,3472,1999,2000
"293",1999-09-30,"Other construction services",31899600,"Total earnings","Units",NA,3472,1999,2000
"294",1999-09-30,"Other sheet metal product manufacturing",13517200,"Total earnings","Units",NA,3472,1999,2000
"295",1999-09-30,"Heavy and civil engineering construction",165682500,"Total earnings","Units",NA,3472,1999,2000
"296",1999-09-30,"Fabricated metal product manufacturing",169197000,"Total earnings","Units",NA,3472,1999,2000
"297",1999-09-30,"Repair and maintenance",143850200,"Total earnings","Units",NA,3472,1999,2000
"298",1999-09-30,"Basic material wholesaling",141040800,"Total earnings","Units",NA,3472,1999,2000
"299",1999-09-30,"Other manufacturing",20953700,"Total earnings","Units",NA,3472,1999,2000
"300",1999-09-30,"Insurance and superannuation funds",104928500,"Total earnings","Units",NA,3472,1999,2000
"301",1999-09-30,"Nursery and floriculture production",21554800,"Total earnings","Units",NA,3472,1999,2000
"302",1999-09-30,"Not elsewhere included",28818400,"Total earnings","Units",NA,3472,1999,2000
"303",1999-09-30,"Motor vehicle parts retailing",26167800,"Total earnings","Units",NA,3472,1999,2000
"304",1999-09-30,"Health care and social assistance",949706200,"Total earnings","Units",NA,3472,1999,2000
"305",1999-09-30,"Forestry support services",18519900,"Total earnings","Units",NA,3472,1999,2000
"306",1999-09-30,"Chemical manufacturing",11480400,"Total earnings","Units",NA,3472,1999,2000
"307",1999-09-30,"Rail, water, air, and space transport",142070900,"Total earnings","Units",NA,3472,1999,2000
"308",1999-09-30,"Hardware, building, and garden supplies retailing",76999400,"Total earnings","Units",NA,3472,1999,2000
"309",1999-09-30,"Commission based wholesaling",18297800,"Total earnings","Units",NA,3472,1999,2000
"310",1999-09-30,"Residential care services",135472700,"Total earnings","Units",NA,3472,1999,2000
"311",1999-09-30,"Specialised industrial machinery and equipment wholesaling",74228500,"Total earnings","Units",NA,3472,1999,2000
"312",1999-09-30,"Mining",38768200,"Total earnings","Units",NA,3472,1999,2000
"313",1999-09-30,"Other crop growing",1606100,"Total earnings","Units",NA,3472,1999,2000
"314",1999-09-30,"Child care services",27829100,"Total earnings","Units",NA,3472,1999,2000
"315",1999-09-30,"Finance",288013000,"Total earnings","Units",NA,3472,1999,2000
"316",1999-09-30,"Coal, oil, gas, and metal ore mining",20348600,"Total earnings","Units",NA,3472,1999,2000
"317",1999-09-30,"Central government administration",228630400,"Total earnings","Units",NA,3472,1999,2000
"318",1999-09-30,"Poultry farming",6644600,"Total earnings","Units",NA,3472,1999,2000
"319",1999-09-30,"Real estate services",58597000,"Total earnings","Units",NA,3472,1999,2000
"320",1999-09-30,"Non-metallic mineral mining and quarrying",16014900,"Total earnings","Units",NA,3472,1999,2000
"321",1999-09-30,"Pump, compressor, heating, and ventilation equipment manufacturing",8072200,"Total earnings","Units",NA,3472,1999,2000
"322",1999-09-30,"Beverage and tobacco product manufacturing",40129700,"Total earnings","Units",NA,3472,1999,2000
"323",1999-09-30,"Ceramic product manufacturing",3384900,"Total earnings","Units",NA,3472,1999,2000
"324",1999-09-30,"Waste collection, treatment, and disposal services",18124900,"Total earnings","Units",NA,3472,1999,2000
"325",1999-09-30,"Market research and statistical services",21031600,"Total earnings","Units",NA,3472,1999,2000
"326",1999-09-30,"Museum operation",12512300,"Total earnings","Units",NA,3472,1999,2000
"327",1999-09-30,"Motor vehicle and transport equipment rental and hiring",18076300,"Total earnings","Units",NA,3472,1999,2000
"328",1999-09-30,"Libraries and archives",37101300,"Total earnings","Units",NA,3472,1999,2000
"329",1999-09-30,"Printing",107640300,"Total earnings","Units",NA,3472,1999,2000
"330",1999-09-30,"Architectural, engineering, and technical services",184646600,"Total earnings","Units",NA,3472,1999,2000
"331",1999-09-30,"Fishing, hunting, and trapping",25703000,"Total earnings","Units",NA,3472,1999,2000
"332",1999-09-30,"Health and general insurance",64625100,"Total earnings","Units",NA,3472,1999,2000
"333",1999-09-30,"Furniture, floor coverings, and other goods wholesaling",138680200,"Total earnings","Units",NA,3472,1999,2000
"334",1999-09-30,"Bakery product, sugar, and confectionery manufacturing",68586800,"Total earnings","Units",NA,3472,1999,2000
"335",1999-09-30,"Supermarket and grocery stores",150269300,"Total earnings","Units",NA,3472,1999,2000
"336",1999-09-30,"Pharmaceutical and medicinal product manufacturing",12304100,"Total earnings","Units",NA,3472,1999,2000
"337",1999-09-30,"Fruit and vegetable processing",34473700,"Total earnings","Units",NA,3472,1999,2000
"338",1999-09-30,"Other transport",7410000,"Total earnings","Units",NA,3472,1999,2000
"339",1999-09-30,"Personal care services",29834200,"Total earnings","Units",NA,3472,1999,2000
"340",1999-09-30,"Computer and electronic equipment manufacturing",28796400,"Total earnings","Units",NA,3472,1999,2000
"341",1999-09-30,"Arts and recreation services",138175900,"Total earnings","Units",NA,3472,1999,2000
"342",1999-09-30,"Manufacturing",1927239700,"Total earnings","Units",NA,3472,1999,2000
"343",1999-09-30,"Building construction",119512800,"Total earnings","Units",NA,3472,1999,2000
"344",1999-09-30,"Motor vehicle and motor vehicle parts retailing",128168400,"Total earnings","Units",NA,3472,1999,2000
"345",1999-09-30,"Legal and accounting services",235201500,"Total earnings","Units",NA,3472,1999,2000
"346",1999-09-30,"Hospitals",460705600,"Total earnings","Units",NA,3472,1999,2000
"347",1999-09-30,"Medical services",58453500,"Total earnings","Units",NA,3472,1999,2000
"348",1999-09-30,"Broadcasting (except internet)",49132700,"Total earnings","Units",NA,3472,1999,2000
"349",1999-09-30,"Employment services",99905500,"Total earnings","Units",NA,3472,1999,2000
"350",1999-09-30,"Retail commission based buying and/or selling",452600,"Total earnings","Units",NA,3472,1999,2000
"351",1999-09-30,"Other personal services",32736500,"Total earnings","Units",NA,3472,1999,2000
"352",1999-09-30,"Other health care services",23611100,"Total earnings","Units",NA,3472,1999,2000
"353",1999-09-30,"Primary metal and metal product manufacturing",74077100,"Total earnings","Units",NA,3472,1999,2000
"354",1999-09-30,"Building completion services",63960400,"Total earnings","Units",NA,3472,1999,2000
"355",1999-09-30,"Polymer product and rubber product manufacturing",101163100,"Total earnings","Units",NA,3472,1999,2000
"356",1999-09-30,"Public order, safety, and regulatory services, and defence",389085600,"Total earnings","Units",NA,3472,1999,2000
"357",1999-09-30,"Information media and telecommunications",419222500,"Total earnings","Units",NA,3472,1999,2000
"358",1999-09-30,"Pharmaceutical and other store-based retailing",87660600,"Total earnings","Units",NA,3472,1999,2000
"359",1999-09-30,"Construction services",307813000,"Total earnings","Units",NA,3472,1999,2000
"360",1999-09-30,"Professional and scientific equipment manufacturing",14395400,"Total earnings","Units",NA,3472,1999,2000
"361",1999-09-30,"Other machinery and equipment wholesaling",215874900,"Total earnings","Units",NA,3472,1999,2000
"362",1999-09-30,"Recreational goods retailing",37289900,"Total earnings","Units",NA,3472,1999,2000
"363",1999-09-30,"Water transport support services",46210000,"Total earnings","Units",NA,3472,1999,2000
"364",1999-09-30,"Other non-metallic mineral mining and quarrying",1136900,"Total earnings","Units",NA,3472,1999,2000
"365",1999-09-30,"Waste collection services",6036800,"Total earnings","Units",NA,3472,1999,2000
"366",1999-09-30,"Administrative services",399909900,"Total earnings","Units",NA,3472,1999,2000
"367",1999-09-30,"Accommodation",103246500,"Total earnings","Units",NA,3472,1999,2000
"368",1999-09-30,"Cement, lime, plaster and concrete product manufacturing",41493800,"Total earnings","Units",NA,3472,1999,2000
"369",1999-09-30,"Administrative and support services",480092600,"Total earnings","Units",NA,3472,1999,2000
"370",1999-09-30,"Auxiliary finance and insurance services",125699100,"Total earnings","Units",NA,3472,1999,2000
"371",1999-09-30,"Non store retailing and retail commission based buying and/or selling",8183300,"Total earnings","Units",NA,3472,1999,2000
"372",1999-09-30,"Rental and hiring services (except real estate)",52670600,"Total earnings","Units",NA,3472,1999,2000
"373",1999-09-30,"Depository financial intermediation",227066100,"Total earnings","Units",NA,3472,1999,2000
"374",1999-09-30,"Life insurance",39871200,"Total earnings","Units",NA,3472,1999,2000
"375",1999-09-30,"Other repair and maintenance",4598000,"Total earnings","Units",NA,3472,1999,2000
"376",1999-09-30,"Specialised food retailing",37326500,"Total earnings","Units",NA,3472,1999,2000
"377",1999-09-30,"Social assistance services",93180700,"Total earnings","Units",NA,3472,1999,2000
"378",1999-09-30,"Pipeline and other transport",1100200,"Total earnings","Units",NA,3472,1999,2000
"379",1999-09-30,"Transport, postal, and warehousing",572107700,"Total earnings","Units",NA,3472,1999,2000
"380",1999-09-30,"Non-residential building construction",66377800,"Total earnings","Units",NA,3472,1999,2000
"381",1999-09-30,"Meat and meat product manufacturing",166680300,"Total earnings","Units",NA,3472,1999,2000
"382",1999-09-30,"Basic polymer manufacturing",18771600,"Total earnings","Units",NA,3472,1999,2000
"383",1999-09-30,"Furniture and other manufacturing",81765900,"Total earnings","Units",NA,3472,1999,2000
"384",1999-09-30,"Professional, scientific, and technical services",1078739900,"Total earnings","Units",NA,3472,1999,2000
"385",1999-09-30,"Building cleaning, pest control, and other support services",80182700,"Total earnings","Units",NA,3472,1999,2000
"386",1999-09-30,"Central banking and non-depository financing",38129500,"Total earnings","Units",NA,3472,1999,2000
"387",1999-09-30,"Wood product manufacturing",155390700,"Total earnings","Units",NA,3472,1999,2000
"388",1999-09-30,"Food product manufacturing",452331900,"Total earnings","Units",NA,3472,1999,2000
"389",1999-09-30,"Metal container manufacturing",17727000,"Total earnings","Units",NA,3472,1999,2000
"390",1999-09-30,"Other transport equipment manufacturing",97651700,"Total earnings","Units",NA,3472,1999,2000
"391",1999-09-30,"Dairy product and other food product manufacturing",129315800,"Total earnings","Units",NA,3472,1999,2000
"392",1999-09-30,"Other non-metallic mineral product manufacturing",2891300,"Total earnings","Units",NA,3472,1999,2000
"393",1999-09-30,"Parks and gardens operations",14371500,"Total earnings","Units",NA,3472,1999,2000
"394",1999-09-30,"Aquaculture",5044400,"Total earnings","Units",NA,3472,1999,2000
"395",1999-09-30,"Deer farming",3351700,"Total earnings","Units",NA,3472,1999,2000
"396",1999-09-30,"Warehousing and storage services",33725900,"Total earnings","Units",NA,3472,1999,2000
"397",1999-09-30,"Exploration and other mining support services",2404800,"Total earnings","Units",NA,3472,1999,2000
"398",1999-09-30,"Motor vehicle and motor vehicle parts wholesaling",51866500,"Total earnings","Units",NA,3472,1999,2000
"399",1999-09-30,"Financial and insurance services",518640600,"Total earnings","Units",NA,3472,1999,2000
"400",1999-09-30,"Packaging and labelling services",15218500,"Total earnings","Units",NA,3472,1999,2000
"401",1999-09-30,"Veterinary services",17621000,"Total earnings","Units",NA,3472,1999,2000
"402",1999-09-30,"Civic, professional, and other interest group services",69782500,"Total earnings","Units",NA,3472,1999,2000
"403",1999-09-30,"Land development and site preparation services",44700400,"Total earnings","Units",NA,3472,1999,2000
"404",1999-09-30,"Telecommunications, internet, and data processing services",205943900,"Total earnings","Units",NA,3472,1999,2000
"405",1999-09-30,"Fruit and tree nut growing",36876400,"Total earnings","Units",NA,3472,1999,2000
"406",1999-09-30,"Other services",311874100,"Total earnings","Units",NA,3472,1999,2000
"407",1999-09-30,"Iron and steel forging",1803900,"Total earnings","Units",NA,3472,1999,2000
"408",1999-09-30,"Department stores",67086500,"Total earnings","Units",NA,3472,1999,2000
"409",1999-09-30,"Furniture manufacturing",60812200,"Total earnings","Units",NA,3472,1999,2000
"410",1999-09-30,"Other livestock farming",9626400,"Total earnings","Units",NA,3472,1999,2000
"411",1999-09-30,"Non store retailing",7730700,"Total earnings","Units",NA,3472,1999,2000
"412",1999-09-30,"Non-metallic mineral product manufacturing",57707700,"Total earnings","Units",NA,3472,1999,2000
"413",1999-09-30,"Transport equipment manufacturing",129594500,"Total earnings","Units",NA,3472,1999,2000
"414",1999-09-30,"Hunting and trapping",795800,"Total earnings","Units",NA,3472,1999,2000
"415",1999-09-30,"Tertiary education",302604900,"Total earnings","Units",NA,3472,1999,2000
"416",1999-09-30,"Dairy cattle farming",59391500,"Total earnings","Units",NA,3472,1999,2000
"417",1999-09-30,"Agricultural product wholesaling",15256900,"Total earnings","Units",NA,3472,1999,2000
"418",1999-09-30,"Heritage activities",26883800,"Total earnings","Units",NA,3472,1999,2000
"419",1999-09-30,"Advertising services",39095900,"Total earnings","Units",NA,3472,1999,2000
"420",1999-09-30,"Scientific research services",69051200,"Total earnings","Units",NA,3472,1999,2000
"421",1999-09-30,"Sound recording and music publishing",1024500,"Total earnings","Units",NA,3472,1999,2000
"422",1999-09-30,"Petroleum refining and petroleum and coal product manufacturing",18157000,"Total earnings","Units",NA,3472,1999,2000
"423",1999-09-30,"Property operators",36961600,"Total earnings","Units",NA,3472,1999,2000
"424",1999-09-30,"Construction",593008300,"Total earnings","Units",NA,3472,1999,2000
"425",1999-09-30,"Library and other information services",37101300,"Total earnings","Units",NA,3472,1999,2000
"426",1999-09-30,"Motion picture and sound recording activities",31470500,"Total earnings","Units",NA,3472,1999,2000
"427",1999-09-30,"Textile, leather, clothing, and footwear manufacturing",139555800,"Total earnings","Units",NA,3472,1999,2000
